Age,Weight (kg),Height (m),BMI,Fat_Percentage,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Water_Intake (liters),Workout_Frequency (days/week),Gender,Workout_Type,Experience_Level,Calories_Burned,Cluster,PCA1,PCA2
30,55.1,1.73,18.4,19.7,185,158.0,76,1.1,1.61,3,Male,Cardio,Beginner,439.0,2,1.220480266094198,1.006524986037784
40,75.9,1.78,24.1,9.9,183,149.0,82,1.25,1.71,3,Male,Strength,Beginner,610.0,2,2.3425006721404036,1.0125960071619187
54,70.6,1.73,23.6,24.3,160,130.0,66,0.78,1.24,7,Male,Strength,Advanced,346.0,1,-0.3303071787712705,-2.7995977568422203
31,94.1,1.81,28.7,14.7,180,139.0,69,1.14,1.54,3,Male,Strength,Beginner,578.0,2,1.77260278764372,-0.20359890851634732
35,47.8,1.64,17.8,14.3,184,179.0,73,0.42,0.6,2,Male,HIIT,Beginner,191.0,0,-2.769654976652595,1.8126533323512015
25,61.1,1.62,23.4,31.8,174,164.0,76,0.66,1.06,5,Female,HIIT,Intermediate,350.0,0,-1.0639037943704948,0.10415297722119646
45,82.3,1.89,23.0,28.2,175,112.0,63,0.72,0.99,4,Male,Yoga,Intermediate,229.0,1,-1.1504346295280963,-2.4068775501042032
19,82.8,1.71,28.4,17.6,192,128.0,74,1.38,1.7,5,Male,Yoga,Intermediate,379.0,2,1.8978231271591754,-0.8401059790147241
28,74.0,1.73,24.6,11.2,186,155.0,67,0.9,1.37,4,Male,Strength,Intermediate,443.0,2,0.4690346230494965,0.09067649460274169
48,90.1,1.69,31.6,28.2,171,150.0,69,0.75,2.01,7,Male,Cardio,Advanced,562.0,2,1.5402823699866228,-0.9857374427077292
18,85.9,1.77,27.3,21.1,188,181.0,71,0.78,1.31,2,Male,HIIT,Beginner,631.0,2,0.7085550802269135,2.3217188955507133
60,65.4,1.68,23.2,21.0,154,104.5,67,0.78,1.1,3,Female,Yoga,Intermediate,114.0,1,-1.4754315222657393,-3.3811170999522715
35,75.6,1.72,25.7,30.7,184,156.0,80,1.09,2.08,3,Female,Cardio,Intermediate,591.0,2,2.351467166252083,1.0807801275472984
35,76.8,1.81,23.5,8.1,181,136.0,59,0.54,1.22,7,Male,Strength,Advanced,272.0,1,-1.055635167796508,-1.9576514185398235
41,75.5,1.64,28.1,43.0,170,138.0,74,1.02,1.66,3,Female,Strength,Intermediate,410.0,1,0.908861810728731,-0.7717708318156092
45,64.3,1.81,19.7,13.3,177,153.0,81,1.48,2.4050000000000002,4,Male,Cardio,Intermediate,716.0,2,4.228371585327142,0.49653064445710754
37,70.8,1.81,21.7,23.3,180,167.0,79,0.49,1.12,3,Male,HIIT,Beginner,312.0,0,-1.3534018107413377,1.485501243877921
56,70.7,1.63,26.5,28.3,166,130.0,66,0.9,1.77,1,Female,Strength,Beginner,313.0,1,0.48100368233138024,-1.013780269434097
59,88.5,1.73,29.5,22.0,152,140.0,67,0.53,1.47,2,Female,HIIT,Beginner,308.0,1,-0.8846344582350191,-1.2243293417455972
26,52.2,1.73,17.5,30.1,194,181.0,66,0.35,0.68,4,Female,HIIT,Intermediate,199.0,0,-2.824234933173961,1.2645726013047889
48,99.9,1.82,30.0,11.4,166,163.0,75,0.42,1.07,1,Male,HIIT,Beginner,339.0,0,-1.5434061110855972,1.0214080663571907
30,76.3,1.77,24.3,23.1,187,141.0,72,1.08,1.18,3,Male,Strength,Intermediate,474.0,2,0.7276914255886066,-0.024544337807833813
60,50.3,1.69,17.6,23.7,161,140.0,67,0.75,1.71,1,Male,Cardio,Beginner,211.0,1,-0.26233053618297697,-0.7405743917373186
28,53.2,1.74,17.5,22.1,185,180.0,63,0.51,1.19,7,Male,HIIT,Advanced,328.0,0,-1.1266107865113646,0.1638387118663956
30,51.6,1.65,19.0,22.7,195,181.0,63,0.72,1.79,4,Female,HIIT,Advanced,405.0,2,0.42772795882360276,1.2948581739160485
48,86.4,1.87,24.7,14.1,178,140.0,73,1.25,1.73,2,Male,Strength,Beginner,584.0,2,2.291120950301803,0.16038744902307028
51,66.8,1.65,24.5,29.0,181,136.0,86,1.17,0.84,3,Female,Yoga,Beginner,236.0,0,-0.5970899664358164,0.04946568918837522
23,72.2,1.63,27.2,38.5,194,159.0,69,0.89,2.16,1,Female,Cardio,Beginner,392.0,2,1.359670246098322,1.636999269442072
41,57.4,1.59,22.7,27.5,182,120.0,62,1.06,1.24,4,Female,Yoga,Advanced,181.0,1,-0.3202077817803125,-2.2168152017788274
32,65.5,1.78,20.6,10.6,173,142.0,68,0.8,1.14,3,Male,Cardio,Beginner,326.0,1,-0.5324150000755451,-0.5669887752620905
44,64.3,1.66,23.2,25.5,175,142.0,75,0.77,1.63,4,Male,Cardio,Intermediate,341.0,1,0.20322990705092295,-0.3983032837903309
41,67.5,1.65,24.9,18.8,178,141.0,71,0.82,1.78,3,Male,Strength,Intermediate,372.0,2,0.6672113719724221,-0.2714691982306666
60,72.8,1.68,25.7,32.8,175,142.0,62,1.08,1.69,6,Female,Cardio,Advanced,599.0,2,1.8341245962002315,-1.6131865784513095
58,69.6,1.79,21.8,27.7,164,141.0,69,1.17,1.84,4,Male,Cardio,Intermediate,541.0,2,2.063789580138037,-1.271691305028853
46,80.4,1.69,28.2,26.7,178,157.0,66,0.91,1.59,5,Female,Cardio,Intermediate,534.0,2,1.0098083732829692,-0.4032249390153065
47,58.4,1.61,22.4,11.7,177,150.0,70,0.96,1.15,7,Female,Strength,Advanced,382.0,1,-0.06459879965127482,-1.2721403759564107
56,68.7,1.79,21.5,11.4,177,169.0,87,0.6,1.09,3,Male,HIIT,Beginner,346.0,0,-1.0716331536352803,1.823529994501061
25,60.8,1.63,22.7,21.1,189,166.0,71,0.77,1.79,5,Female,Cardio,Advanced,379.0,2,0.47028255001254743,0.6236777584454027
49,87.7,1.74,28.9,24.8,180,171.0,74,0.73,1.44,1,Male,HIIT,Beginner,555.0,2,0.51085819737354,1.9685250625649597
51,67.8,1.67,24.3,23.5,161,149.0,67,0.67,1.16,3,Female,HIIT,Intermediate,404.0,1,-0.7004947835398272,-1.001168351034395
23,57.4,1.61,22.2,24.3,180,142.0,60,0.75,1.2,5,Male,Cardio,Advanced,323.0,1,-0.49852872865997516,-1.3702434226862878
55,90.3,1.79,28.3,33.5,154,143.0,75,0.56,1.34,4,Female,Cardio,Intermediate,330.0,1,-0.9437620133025141,-1.2784964901073186
48,97.2,1.72,32.9,48.0,180,120.0,75,1.16,0.8,5,Female,Yoga,Intermediate,318.0,1,-0.29970675742059427,-1.785246093475142
32,71.6,1.67,25.6,35.2,190,185.0,72,0.4,1.02,2,Female,HIIT,Beginner,261.0,0,-2.0201573613168016,2.3455489740416176
38,98.5,1.83,29.5,34.3,188,153.0,78,1.15,2.26,4,Male,Strength,Intermediate,774.0,2,3.579046478587731,1.0787284509811277
39,77.3,1.64,28.7,35.3,176,161.0,71,0.73,1.98,3,Female,HIIT,Intermediate,445.0,2,0.8450611127453702,0.4992111313583884
57,72.2,1.79,22.5,22.5,165,145.0,75,0.63,1.31,4,Male,Cardio,Intermediate,304.0,1,-0.7794397758518636,-0.7301284082923151
59,58.0,1.53,24.9,21.5,167,145.0,73,0.96,1.76,4,Female,Strength,Intermediate,326.0,1,0.5882543099665474,-0.9474248641405433
52,52.3,1.62,19.9,10.7,182,179.0,73,0.59,1.58,3,Male,HIIT,Beginner,284.0,0,-0.579218191115502,1.6866975433025884
46,74.3,1.76,24.0,22.1,188,157.0,69,0.68,1.2,2,Male,Cardio,Beginner,355.0,0,-0.5853822683317447,1.060112930064374
22,66.1,1.72,22.4,11.0,198,182.0,74,0.28,1.01,3,Male,HIIT,Beginner,160.0,0,-2.493840964993099,2.519548695011533
57,68.8,1.72,23.3,17.1,171,139.0,76,0.6,1.47,5,Male,Strength,Intermediate,301.0,1,-0.5492372227266578,-0.8108205313283343
23,78.3,1.89,22.0,13.9,201,187.0,71,0.56,0.88,3,Male,HIIT,Beginner,408.0,0,-1.1858195278259251,2.7141126432376264
25,62.0,1.62,23.7,17.4,188,154.0,70,0.88,1.48,4,Female,Strength,Advanced,427.0,2,0.448228159761717,0.2077592831082361
20,84.7,1.78,26.8,22.7,191,151.0,64,1.21,1.8,4,Male,Strength,Intermediate,704.0,2,2.787273283566377,0.14575445657488692
58,63.1,1.61,24.3,41.4,167,138.0,79,0.47,0.98,3,Female,Cardio,Beginner,174.0,0,-2.171146431735243,-0.4120197014552803
39,58.3,1.81,17.7,24.3,174,152.0,73,1.24,1.96,5,Male,Cardio,Intermediate,519.0,2,2.321570280580335,-0.4748106271755086
28,61.2,1.67,22.0,22.8,187,173.0,61,0.45,1.1,7,Female,HIIT,Advanced,327.0,0,-1.4632951817131876,-0.17660395926116615
21,48.5,1.6,19.0,11.8,185,158.0,73,0.77,1.43,3,Female,Cardio,Beginner,250.0,0,-0.5573383871172642,0.7558030330010943
35,72.9,1.68,25.7,21.1,191,165.0,80,0.92,1.81,2,Male,Cardio,Beginner,419.0,2,1.0575096346667772,2.1255373831486613
49,70.8,1.63,26.7,30.5,178,157.0,67,0.92,1.66,2,Female,Cardio,Beginner,370.0,2,0.52030739479983,0.3775703623913131
60,64.7,1.58,25.8,17.9,177,156.0,68,0.85,1.41,3,Female,Cardio,Beginner,357.0,0,-0.0503450727593391,0.11003832407673539
41,54.7,1.58,21.8,20.1,168,155.0,70,0.59,1.05,5,Female,HIIT,Intermediate,269.0,1,-1.5125815438726355,-0.8667744610798455
44,81.9,1.78,25.7,21.0,191,153.0,81,1.12,1.49,4,Male,Strength,Advanced,631.0,2,1.8429457363926458,1.0384902873409825
53,65.5,1.69,23.0,24.0,160,111.0,70,1.03,1.26,3,Male,Yoga,Beginner,233.0,1,-0.14181703648081398,-2.4262282119595526
56,50.1,1.56,20.5,26.8,161,132.0,74,1.27,1.82,5,Female,Cardio,Intermediate,358.0,1,1.4866470749709544,-2.040157073741698
30,101.8,1.92,27.6,28.1,182,171.0,76,0.67,1.62,2,Male,HIIT,Beginner,601.0,2,0.8420564871036706,2.07216465254158
60,74.8,1.64,27.9,37.5,176,148.0,67,0.9,1.47,5,Female,Strength,Intermediate,379.0,1,0.2617894309083183,-0.9590157843314022
40,97.5,1.85,28.4,32.1,182,136.0,72,0.45,1.14,3,Male,Strength,Intermediate,258.0,0,-1.4711747702122917,-0.2237067594636216
57,59.6,1.63,22.5,34.6,167,117.0,72,1.08,1.07,3,Female,Yoga,Beginner,136.0,1,-0.7837872342980965,-2.0434531362178965
23,89.4,1.75,29.3,33.1,186,127.0,72,0.75,0.75,2,Male,Yoga,Beginner,208.0,0,-1.5496608723180079,-0.29066919203306324
22,73.7,1.79,22.9,18.9,183,121.0,61,0.76,1.25,4,Male,Yoga,Intermediate,162.0,1,-0.912664320093341,-1.8769008508451899
56,84.9,1.76,27.3,27.6,177,146.0,68,0.25,0.71,4,Female,Cardio,Advanced,139.0,0,-3.1406774183209536,-0.7082488879356703
46,66.5,1.71,22.9,21.2,182,150.0,80,1.61,2.38,1,Female,Cardio,Beginner,658.0,2,4.169438067770789,1.2044627567802542
25,70.6,1.72,23.9,21.3,200,180.0,75,0.64,1.51,2,Female,HIIT,Beginner,403.0,0,-0.17463054709947365,2.8464278526275146
56,56.6,1.8,17.5,21.2,172,157.0,81,0.77,1.51,3,Female,Cardio,Beginner,246.0,0,-0.5197207100954657,0.6051320317055753
22,79.5,1.83,23.7,23.6,174,159.0,74,0.58,0.93,5,Male,HIIT,Intermediate,450.0,0,-0.9298855005899198,0.021722381489098663
